1.62567E+12,-1.425,7.889,-5.487,0
1.62567E+12,-2.437,8.765,-2.082,0
1.62567E+12,-2.1,8.657,-4.259,0
1.62567E+12,-2.524,8.543,-3.662,0
1.62567E+12,-1.324,8.657,-4.618,0
1.62567E+12,-0.85,9.505,-3.433,0
1.62567E+12,-0.821,8.686,-4.991,0
1.62567E+12,-1.073,8.988,-3.835,0
1.62567E+12,-0.987,9.297,-3.196,0
1.62567E+12,-0.821,8.916,-4.934,0
1.62567E+12,-0.864,8.859,-4.431,0
1.62567E+12,-1.518,9.577,-1.055,0
1.62567E+12,-1.324,9.821,-2.276,0
1.62567E+12,-2.014,9.527,-2.089,0
1.62567E+12,-1.101,9.34,-3.217,0
1.62567E+12,-1.504,9.333,-2.7,0
1.62567E+12,-1.655,9.843,-4.086,0
1.62567E+12,-0.857,9.038,-3.67,0
1.62567E+12,-0.527,9.175,-3.878,0
1.62567E+12,-0.929,8.923,-3.835,0
1.62567E+12,-1.346,9.146,-3.519,0
1.62567E+12,-0.663,8.887,-4.251,0
1.62567E+12,-0.85,9.469,-0.897,0
1.62567E+12,-1.166,8.895,-4.704,0
1.62567E+12,-1.13,9.376,-1.939,0
1.62567E+12,-0.627,9.39,-2.585,0
1.62567E+12,-0.599,8.844,-4.862,0
1.62567E+12,-2.653,8.945,-0.603,0
1.62567E+12,-0.742,9.677,-1.594,0
1.62567E+12,-0.39,9.361,-2.506,0
1.62567E+12,-0.556,9.067,-3.706,0
1.62567E+12,-0.441,8.844,-4.575,0
1.62567E+12,-0.304,8.88,-4.065,0
1.62567E+12,-0.275,8.952,-3.749,0
1.62567E+12,-0.161,9.11,-4.029,0
1.62567E+12,0.521,8.959,-1.723,0
1.62567E+12,0.657,9.203,-3.009,0
1.62567E+12,0.255,9.203,-3.038,0
1.62567E+12,0.902,9.519,-2.391,0
1.62567E+12,1.117,9.419,-3.052,0
1.62567E+12,0.995,9.29,-3.138,0
1.62567E+12,1.239,9.433,-2.75,0
1.62567E+12,0.413,10.36,-0.797,0
1.62567E+12,-1.216,9.34,-4.251,0
1.62567E+12,-1.382,9.685,-2.204,0
1.62567E+12,-1.446,8.895,-4.381,0
1.62567E+12,-0.757,9.196,-3.332,0
1.62567E+12,-0.563,9.642,-2.362,0
1.62567E+12,-1.475,8.988,-3.095,0
1.62567E+12,-0.75,9.297,-2.801,0
1.62567E+12,-0.75,9.361,-2.506,0
1.62567E+12,-0.556,9.498,-3.131,0
1.62567E+12,-0.908,9.419,-2.183,0
1.62567E+12,-0.728,9.505,-2.449,0
1.62567E+12,-0.62,9.203,-3.497,0
1.62567E+12,-0.735,9.627,-2.046,0
1.62567E+12,-0.678,9.534,-2.571,0
1.62567E+12,-0.642,9.483,-2.714,0
1.62567E+12,-0.606,9.455,-2.88,0
1.62567E+12,-0.642,9.433,-2.808,0
1.62567E+12,-0.649,9.34,-2.801,0
1.62567E+12,-0.584,9.455,-2.714,0
1.62567E+12,-0.671,9.527,-2.319,0
1.62567E+12,-0.965,9.376,-2.377,0
1.62567E+12,-1.453,9.627,-0.969,0
1.62567E+12,-1.037,9.519,-2.018,0
1.62567E+12,-0.728,9.62,-1.845,0
1.62567E+12,-0.936,9.706,-2.384,0
1.62567E+12,-0.721,9.548,-2.571,0
1.62567E+12,-0.742,9.591,-2.068,0
1.62567E+12,-0.706,9.591,-2.183,0
1.62567E+12,-0.706,9.563,-2.319,0
1.62567E+12,-0.785,9.555,-2.312,0
1.62567E+12,-0.735,9.555,-2.384,0
1.62567E+12,-0.728,9.548,-2.449,0
1.62567E+12,-0.742,9.534,-2.291,0
1.62567E+12,-0.699,9.555,-2.255,0
1.62567E+12,-0.742,9.555,-2.312,0
1.62567E+12,-0.663,9.519,-2.484,0
1.62567E+12,-0.663,9.527,-2.585,0
1.62567E+12,-0.663,9.534,-2.542,0
1.62567E+12,-0.728,9.555,-2.449,0
1.62567E+12,-0.728,9.555,-2.463,0
1.62567E+12,-0.692,9.555,-2.592,0
1.62567E+12,-0.613,9.455,-2.736,0
1.62567E+12,-0.642,9.419,-2.865,0
1.62567E+12,-0.642,9.455,-2.923,0
1.62567E+12,-0.52,9.333,-3.131,0
1.62567E+12,-0.606,9.34,-3.073,0
1.62567E+12,-0.563,9.333,-3.073,0
1.62567E+12,-0.527,9.325,-3.217,0
1.62567E+12,-0.548,9.304,-3.267,0
1.62567E+12,-0.541,9.304,-3.109,0
1.62567E+12,-0.541,9.311,-3.174,0
1.62567E+12,-0.527,9.297,-3.289,0
1.62567E+12,-0.563,9.268,-3.346,0
1.62567E+12,-0.527,9.268,-3.332,0
1.62567E+12,-0.491,9.232,-3.282,0
1.62567E+12,-0.505,9.268,-3.224,0
1.62567E+12,-0.462,9.232,-3.325,0
1.62567E+12,-0.57,9.203,-3.497,0
1.62567E+12,-0.62,9.275,-3.246,0
1.62567E+12,-0.512,9.225,-3.425,0
1.62567E+12,-0.498,9.275,-3.332,0
1.62567E+12,-0.541,9.246,-3.282,0
1.62567E+12,-0.649,9.132,-3.835,0
1.62567E+12,-0.541,9.361,-3.311,0
1.62567E+12,-0.433,9.088,-3.583,0
1.62567E+12,-0.721,9.455,-2.628,0
1.62567E+12,-0.75,9.325,-2.966,0
1.62567E+12,-0.75,9.29,-3.081,0
1.62567E+12,-0.706,9.297,-3.073,0
1.62567E+12,-0.649,9.333,-3.016,0
1.62567E+12,-0.692,9.354,-2.987,0
1.62567E+12,-0.857,9.419,-3.411,0
1.62567E+12,-0.584,9.246,-3.239,0
1.62567E+12,-0.663,9.311,-3.117,0
1.62567E+12,-0.75,9.297,-3.246,0
1.62567E+12,-0.735,9.397,-3.124,0
1.62567E+12,-0.678,9.311,-3.239,0
1.62567E+12,-0.584,9.275,-3.289,0
1.62567E+12,-0.613,9.29,-3.311,0
1.62567E+12,-0.57,9.275,-3.411,0
1.62567E+12,-0.556,9.246,-3.39,0
1.62567E+12,-0.613,9.239,-3.397,0
1.62567E+12,-0.584,9.232,-3.433,0
