1.63E+12,0.298,9.431,-1.822,0,1
1.63E+12,-0.334,9.61,-0.637,0,0
1.63E+12,-0.427,9.732,-0.328,0,0
1.63E+12,-0.369,9.696,-0.508,0,0
1.63E+12,-0.413,9.711,-0.4,0,0
1.63E+12,-0.492,9.696,-0.4,0,0
1.63E+12,-0.298,9.696,-0.486,0,0
1.63E+12,-0.427,9.696,-0.587,0,0
1.63E+12,-2.733,11.305,1.517,0,0
1.63E+12,-0.183,9.732,0.791,0,0
1.63E+12,-0.204,9.819,0.762,0,0
1.63E+12,-0.377,9.661,0.123,0,0
1.63E+12,-0.42,9.74,0.245,0,0
1.63E+12,-0.391,9.704,0.195,0,0
1.63E+12,-0.384,9.646,0.604,0,0
1.63E+12,-0.441,9.696,0.044,0,0
1.63E+12,-0.808,9.732,-0.759,0,0
1.63E+12,-0.326,10.005,-0.063,0,0
1.63E+12,-0.434,9.661,-0.185,0,0
1.63E+12,-0.42,9.704,0.058,0,0
1.63E+12,-0.664,9.74,0.468,0,0
1.63E+12,-0.398,9.711,-0.242,0,0
1.63E+12,-0.247,9.668,-0.357,0,0
1.63E+12,-0.585,9.74,0.36,0,0
1.63E+12,-0.484,9.718,-0.048,0,0
1.63E+12,-0.42,9.747,-0.063,0,0
1.63E+12,-0.362,9.74,-0.084,0,0
1.63E+12,-1.332,9.409,0.152,0,0
1.63E+12,-0.262,9.61,-0.874,0,0
1.63E+12,0.154,9.395,-2.857,0,0
1.63E+12,0.125,9.359,-2.699,0,0
1.63E+12,0.75,9.158,-2.605,0,0
1.63E+12,0.47,9.215,-1.506,0,0
1.63E+12,-0.535,9.373,6.293,0,0
1.63E+12,-0.966,9.732,3.097,0,0
1.63E+12,-1.468,9.646,-0.666,0,0
1.63E+12,-1.354,9.574,-0.135,0,0
1.63E+12,-0.326,9.811,-1.047,0,0
1.63E+12,-0.305,9.431,-2.886,0,0
1.63E+12,-0.398,9.653,-0.925,0,0
1.63E+12,-0.334,9.704,-0.817,0,0
1.63E+12,-0.082,9.84,-0.752,0,0
1.63E+12,-1.389,9.732,1.121,0,0
1.63E+12,-1.907,9.488,-0.192,0,0
1.63E+12,-1.425,9.596,-0.084,0,0
1.63E+12,-1.497,9.596,-0.027,0,0
1.63E+12,-1.562,9.56,-0.163,0,0
1.63E+12,-1.447,9.56,-0.889,0,0
1.63E+12,-1.713,9.747,0.094,0,0
1.63E+12,-1.346,9.452,0.367,0,0
1.63E+12,-1.303,9.503,-0.695,0,0
1.63E+12,-1.368,9.653,-0.752,0,0
1.63E+12,-1.397,9.589,-0.616,0,0
1.63E+12,-1.447,9.603,-0.436,0,0
1.63E+12,-1.777,9.517,-0.989,0,0
1.63E+12,-1.691,9.56,-0.156,0,0
1.63E+12,-1.835,9.56,0.353,0,0
1.63E+12,-1.26,9.589,-0.652,0,0
1.63E+12,-1.533,9.625,0.016,0,0
1.63E+12,-1.382,9.567,-0.752,0,0
1.63E+12,-1.476,9.646,-0.293,0,0
1.63E+12,-1.303,9.524,-0.451,0,0
1.63E+12,-1.346,9.603,-0.486,0,0
1.63E+12,-1.318,9.553,-1.219,0,0
1.63E+12,-1.361,9.567,-0.724,0,0
1.63E+12,-1.404,9.56,-0.81,0,0
1.63E+12,-0.599,9.661,-1.808,0,0
1.63E+12,3.207,10.163,-1.736,0,0
1.63E+12,0.125,9.309,-3.676,0,0
1.63E+12,0.226,9.445,-1.614,0,0
1.63E+12,0.132,9.668,-1.327,0,0
1.63E+12,-1.037,10.099,0.245,0,0
1.63E+12,-0.384,9.783,-0.838,0,0
1.63E+12,-0.614,9.718,-0.479,0,0
1.63E+12,-0.664,9.718,0.274,0,0
1.63E+12,-0.614,9.74,-0.278,0,0
1.63E+12,-0.441,9.553,0.504,0,0
