Time: 1625583255314,1.591,7.508,4.195, Orientation: 0
Time: 1625583255632,1.354,6.984,6.443, Orientation: 0
Time: 1625583255962,0.765,7.092,6.895, Orientation: 0
Time: 1625583256303,0.815,6.74,6.953, Orientation: 0
Time: 1625583256621,0.916,6.984,6.615, Orientation: 0
Time: 1625583256951,0.93,7.02,6.931, Orientation: 0
Time: 1625583257281,1.347,6.826,6.823, Orientation: 0
Time: 1625583257611,1.361,6.862,6.78, Orientation: 0
Time: 1625583257941,1.304,6.898,6.96, Orientation: 0
Time: 1625583258270,1.455,6.718,6.852, Orientation: 0
Time: 1625583258600,1.483,6.855,7.082, Orientation: 0
Time: 1625583258930,1.397,6.998,6.91, Orientation: 0
Time: 1625583259260,1.462,6.84,6.737, Orientation: 0
Time: 1625583259590,1.031,6.926,7.075, Orientation: 0
Time: 1625583259920,1.289,6.984,6.845, Orientation: 0
Time: 1625583260251,1.519,6.697,6.68, Orientation: 0
Time: 1625583260580,1.404,6.898,6.852, Orientation: 0
Time: 1625583260912,1.031,6.905,7.104, Orientation: 0
Time: 1625583261241,0.557,6.74,7.061, Orientation: 0
Time: 1625583261570,0.176,6.84,6.809, Orientation: 0
Time: 1625583261902,-0.218,4.276,7.585, Orientation: 0
Time: 1625583262232,-0.613,2.703,9.323, Orientation: 0
Time: 1625583262562,-1.748,2.552,9.323, Orientation: 0
Time: 1625583262892,-2.265,2.66,8.605, Orientation: 0
Time: 1625583263222,-2.624,3.098,8.899, Orientation: 0
Time: 1625583263551,-2.071,3.73,8.325, Orientation: 0
Time: 1625583263881,-2.121,4.535,9.991, Orientation: 0
Time: 1625583264211,-1.03,6.064,6.486, Orientation: 0
Time: 1625583264542,-0.311,6.704,7.19, Orientation: 0
Time: 1625583264872,0.887,6.991,7.298, Orientation: 0
Time: 1625583265202,0.88,6.991,6.364, Orientation: 0
Time: 1625583265532,0.499,6.646,6.831, Orientation: 0
Time: 1625583265862,0.657,6.998,6.867, Orientation: 0
Time: 1625583266192,0.665,6.804,6.823, Orientation: 0
Time: 1625583266522,0.858,6.869,6.809, Orientation: 0
Time: 1625583266852,0.765,6.783,7.147, Orientation: 0
Time: 1625583267182,0.672,6.811,7.061, Orientation: 0
Time: 1625583267512,0.521,6.704,7.908, Orientation: 0
Time: 1625583267841,0.93,8.076,7.477, Orientation: 0
Time: 1625583268171,0.506,7.372,6.974, Orientation: 0
Time: 1625583268500,1.261,6.452,5.516, Orientation: 0
Time: 1625583268831,0.506,6.086,7.815, Orientation: 0
Time: 1625583269162,-0.304,5.906,8.224, Orientation: 0
Time: 1625583269495,-1.418,6.438,5.193, Orientation: 0
Time: 1625583269821,1.656,5.389,6.342, Orientation: 0
Time: 1625583270151,-1.798,8.212,4.985, Orientation: 0
Time: 1625583270482,-0.929,7.702,5.854, Orientation: 0
Time: 1625583270819,-0.161,7.58,5.667, Orientation: 0
Time: 1625583271141,-0.218,8.09,4.381, Orientation: 0
Time: 1625583271471,-0.161,8.492,4.381, Orientation: 0
Time: 1625583271800,-1.504,9.311,3.534, Orientation: 0
Time: 1625583272132,-0.577,9.261,3.11, Orientation: 0
Time: 1625583272464,1.376,8.909,5.351, Orientation: 0
Time: 1625583272792,-0.627,8.794,4.927, Orientation: 0
Time: 1625583273125,-0.29,8.607,5.164, Orientation: 0
Time: 1625583273454,-0.699,8.413,5.092, Orientation: 0
Time: 1625583273781,0.542,6.833,6.895, Orientation: 0
Time: 1625583274112,0.234,7.422,8.174, Orientation: 0
Time: 1625583274442,0.427,7.573,6.852, Orientation: 0
Time: 1625583274771,-1.884,6.732,10.63, Orientation: 0
Time: 1625583275101,-1.611,7.278,10.875, Orientation: 0
Time: 1625583275432,-0.893,6.876,6.931, Orientation: 0
Time: 1625583275762,-0.965,6.603,7.204, Orientation: 0
Time: 1625583276091,-1.044,6.675,7.147, Orientation: 0
Time: 1625583276422,-1.109,6.718,7.017, Orientation: 0
Time: 1625583276752,-1.08,6.833,7.032, Orientation: 0
Time: 1625583277082,-1.418,6.926,6.637, Orientation: 0
Time: 1625583277412,-1.856,7.867,7.161, Orientation: 0
Time: 1625583277742,-1.64,6.697,6.378, Orientation: 0
Time: 1625583278075,-1.425,6.761,6.809, Orientation: 0
Time: 1625583278403,-1.511,6.898,7.061, Orientation: 0
Time: 1625583278732,-1.827,6.941,6.78, Orientation: 0
Time: 1625583279061,-1.597,5.382,7.477, Orientation: 0
Time: 1625583279398,-1.942,4.649,7.19, Orientation: 0
Time: 1625583279726,0.413,4.728,8.195, Orientation: 0
Time: 1625583280053,-0.398,4.937,8.375, Orientation: 0
Time: 1625583280388,-0.505,5.016,8.389, Orientation: 0
Time: 1625583280711,-0.477,5.037,8.375, Orientation: 0
Time: 1625583281046,-0.462,5.016,8.267, Orientation: 0
Time: 1625583281371,-0.426,5.001,8.476, Orientation: 0
Time: 1625583281700,-0.441,5.037,8.375, Orientation: 0
Time: 1625583282032,-0.419,4.987,8.397, Orientation: 0
Time: 1625583282362,-0.52,5.109,8.303, Orientation: 0
Time: 1625583282691,-0.462,4.965,8.303, Orientation: 0
Time: 1625583283021,-0.383,5.037,8.418, Orientation: 0
Time: 1625583283351,-0.39,5.102,8.282, Orientation: 0
Time: 1625583283682,-0.369,5.095,8.267, Orientation: 0
Time: 1625583284012,-0.433,5.131,8.303, Orientation: 0
Time: 1625583284341,-0.39,5.116,8.31, Orientation: 0
Time: 1625583284671,-0.347,5.037,8.332, Orientation: 0
Time: 1625583285001,-0.376,5.037,8.411, Orientation: 0
Time: 1625583285333,-0.62,4.657,8.404, Orientation: 0
Time: 1625583285660,-0.635,4.807,8.727, Orientation: 0
Time: 1625583285990,-0.419,4.721,8.583, Orientation: 0
Time: 1625583286322,-0.433,4.714,8.555, Orientation: 0
Time: 1625583286653,-0.433,4.728,8.562, Orientation: 0
Time: 1625583286982,-0.448,4.7,8.555, Orientation: 0
Time: 1625583287311,-0.433,4.7,8.555, Orientation: 0
Time: 1625583287641,-0.419,4.693,8.598, Orientation: 0
Time: 1625583287971,-0.426,4.714,8.576, Orientation: 0
Time: 1625583288300,-0.383,4.628,8.389, Orientation: 0
Time: 1625583288631,-0.405,4.779,8.562, Orientation: 0
Time: 1625583288961,-0.376,4.714,8.598, Orientation: 0
Time: 1625583289291,-0.398,4.7,8.598, Orientation: 0
Time: 1625583289621,-0.383,4.685,8.598, Orientation: 0
Time: 1625583289951,-0.405,4.721,8.576, Orientation: 0
Time: 1625583290281,-0.419,4.743,8.576, Orientation: 0
Time: 1625583290611,-0.405,4.721,8.511, Orientation: 0
Time: 1625583290941,-0.398,4.678,8.555, Orientation: 0
Time: 1625583291271,-0.376,4.657,8.562, Orientation: 0
Time: 1625583291601,-0.383,4.678,8.648, Orientation: 0
Time: 1625583291931,-0.398,4.693,8.605, Orientation: 0
Time: 1625583292261,-0.347,4.678,8.54, Orientation: 0
Time: 1625583292595,-0.39,4.721,8.555, Orientation: 0
Time: 1625583292921,-0.383,4.728,8.555, Orientation: 0
Time: 1625583293251,-0.39,4.7,8.533, Orientation: 0
Time: 1625583293580,-0.433,4.714,8.648, Orientation: 0
Time: 1625583293911,-0.383,4.693,8.626, Orientation: 0
Time: 1625583294240,-0.369,4.657,8.54, Orientation: 0
Time: 1625583294574,-0.39,4.721,8.562, Orientation: 0
Time: 1625583294901,-0.426,4.714,8.77, Orientation: 0
Time: 1625583295231,-0.369,4.7,8.511, Orientation: 0
Time: 1625583295562,-0.405,4.693,8.54, Orientation: 0
Time: 1625583295891,-0.39,4.757,8.619, Orientation: 0
Time: 1625583296221,-0.39,4.728,8.519, Orientation: 0
Time: 1625583296552,-0.398,4.728,8.54, Orientation: 0
Time: 1625583296881,-0.383,4.678,8.662, Orientation: 0
Time: 1625583297211,-0.462,4.879,8.662, Orientation: 0
Time: 1625583297540,-0.39,4.714,8.576, Orientation: 0
Time: 1625583297871,-0.419,4.721,8.619, Orientation: 0
Time: 1625583298202,-0.39,4.7,8.54, Orientation: 0
Time: 1625583298530,-0.398,4.75,8.555, Orientation: 0
Time: 1625583298861,-0.383,4.685,8.598, Orientation: 0
Time: 1625583299190,-0.369,4.757,8.497, Orientation: 0
Time: 1625583299521,-0.283,4.527,8.519, Orientation: 0
Time: 1625583299850,-0.398,4.721,8.519, Orientation: 0
Time: 1625583300181,-0.369,4.721,8.576, Orientation: 0
Time: 1625583300511,-0.39,4.685,8.641, Orientation: 0
Time: 1625583300842,-0.426,4.685,8.511, Orientation: 0
Time: 1625583301171,-0.455,4.75,8.497, Orientation: 0
Time: 1625583301501,-0.39,4.743,8.555, Orientation: 0
Time: 1625583301831,-0.383,4.7,8.598, Orientation: 0
