1.6257E+12,0.57,9.567,2.637,0
1.6257E+12,0.326,9.352,2.335,0
1.6257E+12,0.168,9.409,2.587,0
1.6257E+12,0.283,9.445,2.343,0
1.6257E+12,0.319,9.423,2.702,0
1.6257E+12,0.011,9.431,2.407,0
1.6257E+12,0.786,8.921,-0.242,0
1.6257E+12,1.195,8.863,3.298,0
1.6257E+12,0.786,8.59,3.908,0
1.6257E+12,-1.361,8.497,3.025,0
1.6257E+12,-0.061,9.38,2.73,0
1.6257E+12,-2,8.224,2.745,0
1.6257E+12,0.808,9.402,0.604,0
1.6257E+12,-0.872,9.107,2.012,0
1.6257E+12,0.011,9.344,1.739,0
1.6257E+12,0.111,9.373,2.644,0
1.6257E+12,0.183,9.373,2.429,0
1.6257E+12,0.118,9.445,2.558,0
1.6257E+12,0.14,9.431,2.745,0
1.6257E+12,1.009,9.668,2.659,0
1.6257E+12,1.274,9.416,2.07,0
1.6257E+12,0.341,9.423,2.414,0
1.6257E+12,-0.642,9.503,3.032,0
1.6257E+12,-1.081,9.107,1.998,0
1.6257E+12,-0.592,9.33,2.996,0
1.6257E+12,-0.671,9.316,2.659,0
1.6257E+12,-0.693,9.459,2.623,0
1.6257E+12,-0.556,9.452,2.486,0
1.6257E+12,-0.484,9.423,2.335,0
1.6257E+12,-1.519,9.28,2.206,0
1.6257E+12,-0.844,9.416,2.285,0
1.6257E+12,-0.879,9.467,2.386,0
1.6257E+12,-1.21,9.344,2.299,0
1.6257E+12,-1.002,9.423,2.436,0
1.6257E+12,-1.016,9.38,2.292,0
1.6257E+12,-0.872,9.445,2.544,0
1.6257E+12,-0.872,9.416,2.436,0
1.6257E+12,-0.686,9.51,2.321,0
1.6257E+12,-0.614,9.445,2.537,0
1.6257E+12,-0.829,9.452,2.565,0
1.6257E+12,-0.693,9.467,2.522,0
1.6257E+12,-0.779,9.416,2.393,0
1.6257E+12,-0.348,9.553,2.106,0
1.6257E+12,-0.369,9.546,2.156,0
1.6257E+12,-0.262,9.503,2.199,0
1.6257E+12,-0.168,9.603,2.22,0
1.6257E+12,-0.362,9.51,2.314,0
1.6257E+12,-0.255,9.431,2.106,0
1.6257E+12,-0.283,9.51,2.156,0
1.6257E+12,-0.398,9.409,1.847,0
1.6257E+12,-0.233,9.553,2.062,0
1.6257E+12,-0.19,9.567,1.94,0
1.6257E+12,-0.111,9.517,2.357,0
1.6257E+12,-0.312,9.653,2.185,0
1.6257E+12,-0.061,9.538,2.508,0
1.6257E+12,-0.492,9.459,2.271,0
1.6257E+12,-0.369,9.646,2.106,0
1.6257E+12,-0.635,9.661,2.436,0
1.6257E+12,-0.628,9.467,2.249,0
1.6257E+12,-0.255,9.704,2.91,0
1.6257E+12,-0.664,9.459,2.062,0
1.6257E+12,-0.75,9.423,2.565,0
1.6257E+12,-0.686,9.495,2.874,0
1.6257E+12,-0.614,9.445,2.544,0
1.6257E+12,-0.434,9.431,2.881,0
1.6257E+12,-0.255,9.352,2.572,0
1.6257E+12,-0.219,9.28,2.853,0
1.6257E+12,-0.219,9.344,2.802,0
1.6257E+12,-0.362,9.488,2.96,0
1.6257E+12,-0.434,9.28,2.759,0
1.6257E+12,-0.693,8.964,3.097,0
1.6257E+12,0.793,9.538,2.565,0
1.6257E+12,0.262,9.524,2.077,0
1.6257E+12,0.42,9.761,2.005,0
1.6257E+12,0.29,9.596,1.969,0
